WV,Bluefield,Bluefield Daily Telegraph,http://www.bdtonline.com/
WV,Grantsville,Calhoun Chronicle,http://www.calhounchronicle.com/
WV,Charleston,Charleston Daily Mail,http://www.dailymail.com/ 
WV,Charleston,Charleston Gazette,http://www.wvgazette.com/ 
WV,Clarksburg,Clarksburg Exponent Telegram,http://www.cpubco.com/
WV,Madison,Coal Valley News,http://www.coalvalleynews.com/
WV,Morgantown,Daily Athenaeum,http://www.thedaonline.com/
WV,Morgantown,Dominion Post ,http://www.dominionpost.com 
WV,Petersburg,Grant County Press,http://www.grantcountypress.com/
WV,Romney,Hampshire Review,http://www.hampshirereview.com/
WV,Huntington,Herald Dispatch,http://www.herald-dispatch.com/
WV,Huntington,Huntington News Net,http://www.huntingtonnews.net/
WV,Wheeling,Intelligencer,http://theintelligencer.net/
WV,Elkins,Inter Mountain,http://theintermountain.com/
WV,Ripley,Jackson Herald,http://www.jacksonnewspapers.com/
WV,Logan,Logan Banner,http://www.loganbanner.com/
WV,Huntington,Marshall Parthenon,http://www.marshallparthenon.com/
WV,Martinsburg,Martinsburg Journal News,http://www.journal-news.net/
WV,Keyser,Mineral Daily News Tribune,http://www.newstribune.info/
WV,Moorefield,Moorefield Examiner,http://www.moorefieldexaminer.com/
WV,Berkeley Springs,Morgan Messenger,http://www.morganmessenger.com
WV,Lewisburg,Mountain Messenger,http://mountainmessenger.com/
WV,Parkersburg,News and Sentinel,http://newsandsentinel.com/
WV,Parkersburg,Parkersburg News & Sentinel,http://www.newsandsentinel.com/
WV,Marlinton,Pocahontas Times,http://www.pocahontastimes.com/
WV,Beckley,Register Herald,http://www.register-herald.com/
WV,Charleston,State Journal,http://www.statejournal.com/
WV,Shepherdstown,SU Picket,http://supicket.com/
WV,Spencer,Times Record,http://www.thetimesrecord.net/
WV,Fairmont,Times West Virginian,http://www.timeswv.com/ 
WV,Wayne,Wayne County News ,http://www.waynecountynews.com/
WV,Weirton,Weirton Daily Times,http://weirtondailytimes.com/
WV,Weston,Weston Democrat,http://www.westondemocrat.com
WV,Williamson,Williamson Daily News,http://www.williamsondailynews.com/
