LA,Alexandria,Alexandria Town Talk,http://www.thetowntalk.com/
LA,Lake Charles,American Press ,http://www.americanpress.com 
LA,Bastrop,Bastrop Daily Enterprise,http://www.bastropenterprise.com/
LA,Baton Rouge,Baton Rouge Advocate,http://www.theadvocate.com 
LA,Deridder,Beauregard Daily News,http://www.beauregarddailynews.net/
LA,Bogalusa,Bogalusa Daily News,http://www.dnewsnet.com/
LA,Bossier City,Bossier Press Tribune,http://www.bossierpress.com/
LA,Covington,Covington News Banner,http://www.newsbanner.com/
LA,Prairieville,Creole,http://www.thecreole.com/
LA,Crowley,Crowley Post Signal,http://www.crowleypostsignal.com/
LA,New Iberia,Daily Iberian,http://www.iberianet.com/
LA,Dequincy,DeQuincy News,http://www.dequincynews.com/
LA,Donaldsonville,Donaldsonville Chief,http://www.donaldsonvillechief.com/
LA,Franklin,Franklin Banner Tribune,http://www.banner-tribune.com/
LA,New Orleans,Gambit Weekly,http://www.bestofneworleans.com/
LA,Gonzales,Gonzales Weekly Citizen,http://www.weeklycitizen.com/
LA,Baton Rouge,Greater Baton Rouge Business Report,http://www.businessreport.com/
LA,Hammond,Hammond Daily Star,http://www.hammondstar.com 
LA,Houma,Houma Courier,http://www.houmatoday.com/
LA,Lafayette,Lafayette Daily Advertiser,http://www.theadvertiser.com/
LA,Leesville,Leesville Daily Leader,http://www.leesvilledailyleader.com/
LA,Denham Springs,Livingston Parish News,http://livingstonparishnews.com/
LA,Laplace,L'Observateur,http://www.lobservateur.com/
LA,New Orleans,Loyola New Orleans Maroon,http://www.loyolamaroon.com/
LA,Baton Rouge,LSU DIG Baton Rouge,http://digbatonrouge.com/home/
LA,Baton Rouge,LSU Reveille,http://www.lsureveille.com/
LA,Ruston,LTU Tech Talk,http://www.thetechtalk.org/
LA,Minden,Minden Press Herald,http://www.press-herald.com/
LA,Monroe,Monroe Free Press,http://monroefreepress.com/
LA,Monroe,Monroe News Star,http://www.thenewsstar.com/
LA,Morgan City,Morgan City Daily Review ,http://www.daily-review.com 
LA,Natchitoches,Natchitoches Times,http://www.natchitochestimes.com/
LA,New Orleans,New Orleans City Business,http://www.neworleanscitybusiness.com/
LA,Thibodaux,Nicholls Worth,http://www.thenichollsworth.com/
LA,Opelousas,Opelousas Daily World,http://www.dailyworld.com/
LA,Ouachita City,Ouachita Citizen,http://www.ouachitacitizen.com/
LA,Ponchatoula,Ponchatoula Times,http://www.ponchatoula.com/ptimes/
LA,Plaquemine,Post South ,http://www.postsouth.com/
LA,Ruston,Ruston Daily Leader,http://www.rustonleader.com/
LA,Hammond,SELU Lions Roar,http://www.selu.edu/admin/lionsroar/
LA,Shreveport,Shreveport Times,http://www.shreveporttimes.com/
LA,Sulphur,Southwest Daily News,http://www.sulphurdailynews.com/
LA,Boutte,St Charles Herald Guide,http://www.heraldguide.com/
LA,Baton Rouge,SU Southern Digest,http://www.southerndigest.com/
LA,Thibodaux,Thibodaux Daily Comet,http://www.dailycomet.com/
LA,Lafayette,Times Of Acadiana,http://www.theadvertiser.com/section/ACADIANA/Times-of-Acadiana
LA,New Orleans,Times Picayune,http://www.nola.com/
LA,New Orleans,Tulane Hullabaloo,http://www.thehullabaloo.com/
LA,Lafayette,Ul Vermillion,http://www.thevermilion.com/
LA,Port Allen,West Side Journal,http://www.thewestsidejournal.com/
